Time,Symbol,Side,Price,Size
2026-07-11 14:59:37,NEARUSDT,BUY,1.91,10.0
2026-07-11 14:59:37,FILUSDT,BUY,0.794,10.0
2026-07-11 14:59:37,INJUSDT,BUY,5.066,10.0
2026-07-11 14:59:37,AUDIOUSDT,BUY,0.01363,10.0
2026-07-11 14:59:37,CTKUSDT,BUY,0.108,10.0
2026-07-11 14:59:37,AXSUSDT,BUY,1.013,10.0
2026-07-11 14:59:37,STRAXUSDT,BUY,0.00969,10.0
2026-07-11 14:59:37,ROSEUSDT,BUY,0.00597,10.0
2026-07-11 14:59:37,AVAUSDT,BUY,0.1717,10.0
2026-07-11 14:59:37,SKLUSDT,BUY,0.00477,10.0
2026-07-11 14:59:37,GRTUSDT,BUY,0.01801,10.0
2026-07-11 14:59:37,JUVUSDT,BUY,0.323,10.0
2026-07-11 14:59:37,PSGUSDT,BUY,0.537,10.0
2026-07-11 14:59:37,1INCHUSDT,BUY,0.074,10.0
2026-07-11 14:59:37,OGUSDT,BUY,2.663,10.0
2026-07-11 14:59:37,ATMUSDT,BUY,2.739,10.0
2026-07-11 14:59:37,ASRUSDT,BUY,0.873,10.0
2026-07-11 14:59:37,CELOUSDT,BUY,0.07091,10.0
2026-07-11 14:59:37,RIFUSDT,BUY,0.1273,10.0
2026-07-11 14:59:37,CKBUSDT,BUY,0.000926,10.0
2026-07-11 14:59:37,TWTUSDT,BUY,0.3501,10.0
2026-07-11 14:59:37,SFPUSDT,BUY,0.2315,10.0
2026-07-11 14:59:37,DODOUSDT,BUY,0.01657,10.0
2026-07-11 14:59:37,CAKEUSDT,BUY,1.443,10.0
2026-07-11 14:59:37,ACMUSDT,BUY,0.287,10.0
2026-07-11 14:59:37,ALICEUSDT,BUY,0.1232,10.0
2026-07-11 14:59:37,SUPERUSDT,BUY,0.089,10.0
2026-07-11 14:59:37,CFXUSDT,BUY,0.04393,10.0
2026-07-11 14:59:37,TKOUSDT,BUY,0.0466,10.0
2026-07-11 14:59:37,PUNDIXUSDT,BUY,0.0847,10.0
2026-07-11 14:59:37,TLMUSDT,BUY,0.001809,10.0
2026-07-11 14:59:37,BARUSDT,BUY,0.277,10.0
2026-07-11 14:59:37,SLPUSDT,BUY,0.000531,10.0
2026-07-11 14:59:37,SHIBUSDT,BUY,4.41e-06,10.0
2026-07-11 14:59:37,ICPUSDT,BUY,2.274,10.0
2026-07-11 14:59:37,ARUSDT,BUY,2.018,10.0
2026-07-11 14:59:37,MASKUSDT,BUY,0.406,10.0
2026-07-11 14:59:37,LPTUSDT,BUY,1.604,10.0
2026-07-11 14:59:37,XVGUSDT,BUY,0.0022,10.0
2026-07-11 14:59:37,GTCUSDT,BUY,0.07,10.0
2026-07-11 14:59:37,PHAUSDT,BUY,0.026,10.0
2026-07-11 14:59:37,DEXEUSDT,BUY,37.42,10.0
2026-07-11 14:59:37,C98USDT,BUY,0.01417,10.0
2026-07-11 14:59:37,QNTUSDT,BUY,67.09,10.0
2026-07-11 14:59:37,FLOWUSDT,BUY,0.0274,10.0
